Gene	Uniprot	Biotype	Chr	Cytoband	Druggable	Cancer_Gene_Census	Oncogene	Tumor_suppressor	CNV_log2_ratios	CNV_type	CNV_max_abs_log2	SV	RNA_raw_count	RNA_TPM	RNA_z_score	Variant	Variant_Chr_Pos	Actionable	Variant_Impact	DNA_Tumor_VAF	DNA_Tumor_DP	DNA_Normal_VAF	DNA_Normal_DP	RNA_Tumor_VAF	RNA_Tumor_DP	Tier	Drugs	CNV_log2_adj	CNV_copies	CNV_log2_max_adj	CNV_max_copies
PSMA2P3	-	pseudogene	2	q33.1	-	-	-	-	-0.090	largescale	-0.09	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.146	2.287	-0.146	2.287
PSMA2P1	-	pseudogene	11	q14.2	-	-	-	-	-0.075	largescale	-0.075	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.121	2.327	-0.121	2.327
CPHL1P	-	pseudogene	3	q25.1	-	-	-	-	0.384	largescale	0.384	-	1	0.009	-	-	-	-	-	-	-	-	-	-	-	-	-	0.570	3.755	0.570	3.755
SSXP10	-	pseudogene	6	q22.31	-	-	-	-	-0.189	largescale	-0.189	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.313	2.037	-0.313	2.037
TCOF1	-	protein_coding	5	q32	-	-	-	-	-0.171	largescale	-0.171	-	1424	4.509	0.379	-	-	-	-	-	-	-	-	-	-	-	-	-0.282	2.081	-0.282	2.081
NSRP1	-	protein_coding	17	q11.2	-	-	-	-	0.025	largescale	0.025	-	5111	37.976	-0.637	-	-	-	-	-	-	-	-	-	-	-	-	0.039	2.600	0.039	2.600
SPPL3	-	protein_coding	12	q24.31	-	-	-	-	-0.019	largescale	-0.019	-	6000	32.113	-0.231	-	-	-	-	-	-	-	-	-	-	-	-	-0.030	2.477	-0.030	2.477
OPA3	-	protein_coding	19	q13.32	-	-	-	-	0.058	largescale	0.058	-	1825	6.518	0.353	-	-	-	-	-	-	-	-	-	-	-	-	0.091	2.695	0.091	2.695
OPA1	-	protein_coding	3	q29	-	-	-	-	0.419	focal	0.419	-	13943	58.937	0.754	-	-	-	-	-	-	-	-	-	-	-	-	0.618	3.883	0.618	3.883
RNU6-1209P	-	snRNA	8	q22.1	-	-	-	-	0.026	largescale	0.026	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.041	2.603	0.041	2.603
RNU4ATAC18P	-	snRNA	6	q25.3	-	-	-	-	-0.189	largescale	-0.189	-	25	7.085	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.313	2.037	-0.313	2.037
RNF219-AS1	-	antisense	13	q31.1,q22.3	-	-	-	-	-0.494	largescale	-0.494	-	451	1.832	0.203	-	-	-	-	-	-	-	-	-	-	-	-	-0.890	1.366	-0.890	1.366
ITGA8	P53708	protein_coding	10	p13	-	-	-	-	-0.521	largescale	-0.521	-	248	1.176	-0.590	-	-	-	-	-	-	-	-	-	-	-	-	-0.947	1.313	-0.947	1.313
ITGA9	Q13797	protein_coding	3	p22.2	-	-	-	-	0.386	largescale	0.386	-	826	3.564	0.487	-	-	-	-	-	-	-	-	-	-	-	-	0.572	3.762	0.572	3.762
ITGA1	P56199	protein_coding	5	q11.2	-	-	-	-	-0.171	largescale	-0.171	-	1510	2.904	-1.227	-	-	-	-	-	-	-	-	-	-	-	-	-0.282	2.081	-0.282	2.081
ITGA2	P17301	protein_coding	5	q11.2	-	-	-	-	-0.171	largescale	-0.171	-	4434	20.017	0.124	-	-	-	-	-	-	-	-	-	-	-	-	-0.282	2.081	-0.282	2.081
ITGA3	P26006	protein_coding	17	q21.33	-	-	-	-	0.027	focal	0.027	-	1275	4.645	-0.614	-	-	-	-	-	-	-	-	-	-	-	-	0.043	2.606	0.043	2.606
ITGA4	P13612	protein_coding	2	q31.3	-	-	-	-	-0.090	largescale	-0.09	-	865	3.909	-0.590	-	-	-	-	-	-	-	-	-	-	-	-	-0.146	2.287	-0.146	2.287
ITGA5	P08648	protein_coding	12	q13.13	-	-	-	-	-0.019	largescale	-0.019	-	2064	9.727	-0.775	-	-	-	-	-	-	-	-	-	-	-	-	-0.030	2.477	-0.030	2.477
ITGA6	P23229	protein_coding	2	q31.1	-	-	-	-	-0.090	largescale	-0.09	-	9312	49.601	-0.586	-	-	-	-	-	-	-	-	-	-	-	-	-0.146	2.287	-0.146	2.287
ITGA7	Q13683	protein_coding	12	q13.2	-	-	-	-	-0.019	largescale	-0.019	-	2792	15.634	-0.548	-	-	-	-	-	-	-	-	-	-	-	-	-0.030	2.477	-0.030	2.477
TRHR	P34981	protein_coding	8	q23.1	yes	-	-	-	0.026	largescale	0.026	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	THYROTROPIN-RELEASING	0.041	2.603	0.041	2.603
CA15P1	-	pseudogene	22	q11.21	-	-	-	-	-0.473	focal	-0.473	-	6	0.237	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.846	1.407	-0.846	1.407
CA15P2	-	pseudogene	22	q11.21	-	-	-	-	-0.473	focal	-0.473	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.846	1.407	-0.846	1.407
UFSP1	-	protein_coding	7	q22.1	-	-	-	-	-0.154	focal	-0.154	-	18	0.647	-0.564	-	-	-	-	-	-	-	-	-	-	-	-	-0.253	2.123	-0.253	2.123
UFSP2	-	protein_coding	4	q35.1	-	-	-	-	-0.311	largescale	-0.311	-	2304	29.585	-2.219	-	-	-	-	-	-	-	-	-	-	-	-	-0.531	1.751	-0.531	1.751
MT-CYB	-	-	-	-	-	-	-	-	-	-	-	-	484845	15174.025	0.217	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TEX28P2	-	protein_coding	X	q28	-	-	-	-	0.433	largescale	0.433	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.637	1.968	0.637	1.968
TEX28P1	-	protein_coding	X	q28	-	-	-	-	0.433	largescale	0.433	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.637	1.968	0.637	1.968
FAM212B	-	protein_coding	1	p13.2	-	-	-	-	0.030	largescale	0.03	-	2447	9.499	-0.695	-	-	-	-	-	-	-	-	-	-	-	-	0.047	2.614	0.047	2.614
FAM212A	-	protein_coding	3	p21.31	-	-	-	-	0.366	focal	0.366	-	12	0.412	-1.644	-	-	-	-	-	-	-	-	-	-	-	-	0.544	3.690	0.544	3.690
CHST9	-	protein_coding	18	q11.2	-	-	-	-	0.074	largescale	0.074	-	1756	26.447	0.561	-	-	-	-	-	-	-	-	-	-	-	-	0.116	2.741	0.116	2.741
CHST8	-	protein_coding	19	q13.11	-	-	-	-	0.058	largescale	0.058	-	15	0.176	0.368	-	-	-	-	-	-	-	-	-	-	-	-	0.091	2.695	0.091	2.695
CHST1	-	protein_coding	11	p11.2	-	-	-	-	-0.498	largescale	-0.498	-	305	3.132	-0.741	-	-	-	-	-	-	-	-	-	-	-	-	-0.898	1.358	-0.898	1.358
TTTY25P	-	pseudogene	Y	q11.223	-	-	-	-	-1.542	largescale	-1.542	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-26.915	0.000	-26.915	0.000
CHST3	-	protein_coding	10	q22.1	-	-	-	-	-0.511	largescale	-0.511	-	3077	15.764	-0.319	-	-	-	-	-	-	-	-	-	-	-	-	-0.925	1.332	-0.925	1.332
CHST2	-	protein_coding	3	q24	-	-	-	-	0.384	largescale	0.384	-	1296	13.125	0.093	-	-	-	-	-	-	-	-	-	-	-	-	0.570	3.755	0.570	3.755
CHST5	-	protein_coding	16	q23.1	-	-	-	-	0.064	largescale	0.064	-	6	0.064	-	-	-	-	-	-	-	-	-	-	-	-	-	0.100	2.712	0.100	2.712
CHST4	-	protein_coding	16	q22.2	-	-	-	-	0.064	largescale	0.064	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.100	2.712	0.100	2.712
CHST7	-	protein_coding	X	p11.23	-	-	-	-	0.433	largescale	0.433	-	184	2.870	-1.157	-	-	-	-	-	-	-	-	-	-	-	-	0.637	1.968	0.637	1.968
CHST6	-	protein_coding	16	q23.1	-	-	-	-	0.064	largescale	0.064	-	1829	18.822	0.700	-	-	-	-	-	-	-	-	-	-	-	-	0.100	2.712	0.100	2.712
ITGAX	P20702	protein_coding	16	p11.2	-	-	-	-	0.064	largescale	0.064	-	857	4.684	-0.529	-	-	-	-	-	-	-	-	-	-	-	-	0.100	2.712	0.100	2.712
RPS4XP3	-	pseudogene	20	q13.31	-	-	-	-	0.066	largescale	0.066	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.103	2.718	0.103	2.718
RNA5SP356	-	rRNA	12	p11.22	-	-	-	-	-0.019	largescale	-0.019	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.030	2.477	-0.030	2.477
RPS4XP6	-	pseudogene	5	p13.2	-	-	-	-	-0.171	largescale	-0.171	-	2	0.090	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.282	2.081	-0.282	2.081
RPS4XP7	-	pseudogene	6	p23	-	-	-	-	0.272	largescale	0.272	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.411	3.363	0.411	3.363
RPS4XP4	-	pseudogene	1	p36.12	-	-	-	-	-0.094	largescale	-0.094	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.152	2.277	-0.152	2.277
BCL2A1	Q16548	protein_coding	15	q25.1	-	-	-	-	-0.171	largescale	-0.171	-	585	19.183	-0.356	-	-	-	-	-	-	-	-	-	-	-	-	-0.282	2.081	-0.282	2.081
RPS4XP8	-	pseudogene	6	q25.2	-	-	-	-	-0.189	largescale	-0.189	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.313	2.037	-0.313	2.037
RPS4XP9	-	pseudogene	6	q22.32	-	-	-	-	-0.189	largescale	-0.189	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.313	2.037	-0.313	2.037
RNU4-76P	-	snRNA	6	q22.31	-	-	-	-	-0.189	largescale	-0.189	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.313	2.037	-0.313	2.037
ITGAV	P06756	protein_coding	2	q32.1	yes	-	-	-	-0.090	largescale	-0.09	-	40968	178.169	-1.012	-	-	-	-	-	-	-	-	-	-	-	CILENGITIDE	-0.146	2.287	-0.146	2.287
ITGAL	P20701	protein_coding	16	p11.2	-	-	-	-	0.064	largescale	0.064	-	215	1.186	-0.907	-	-	-	-	-	-	-	-	-	-	-	-	0.100	2.712	0.100	2.712
ITGAM	P11215	protein_coding	16	p11.2	-	-	-	-	0.064	largescale	0.064	-	250	1.576	-1.230	-	-	-	-	-	-	-	-	-	-	-	-	0.100	2.712	0.100	2.712
